"chembl_id","canonical_smiles","ic50"
"CHEMBL305246","Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21","370"
"CHEMBL69966","C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1","18"
"CHEMBL69966","C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1","40"
"CHEMBL69966","C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1","40"
"CHEMBL69966","C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1","620"
"CHEMBL69966","C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1","500"
"CHEMBL424565","CO[C@@H]1CC2C[C@@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)CC1N2C","25"
"CHEMBL424565","CO[C@@H]1CC2C[C@@H](OC(c3ccc(F)cc3)c3ccc(F)cc3)CC1N2C","104"
"CHEMBL419202","CC(O)[C@H](NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCN=C(N)N)C(=O)N[C@H](CO)C1CCCCC1","19"
"CHEMBL162295","C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","2.6"
"CHEMBL162295","C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","292"
"CHEMBL162295","C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","1200"
"CHEMBL162295","C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","820"
"CHEMBL162295","C[C@H](Nc1nccc(-c2cc(N3CCOCC3)nnc2-c2cccc(C(F)(F)F)c2)n1)c1ccccc1","1400"
"CHEMBL327805","COc1ccc2c(c1)[nH]c1c2cc[n+]2nc(C)c(C)cc12","1300"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","16"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","2"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","1070"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","70"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","1570"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","1980"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","3200"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","1500"
"CHEMBL47940","Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1","800"
"CHEMBL71016","Cc1ccccc1S(=O)(=O)N[C@@H](CNC(=O)C[C@H]1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)O","54"
"CHEMBL76413","Cc1cc(C(=O)Nc2ccccc2Nc2ccccc2)nn1-c1cccc(C(F)(F)F)c1","267"
"CHEMBL286119","CNC(=O)Nc1ccc([C@@H](Cc2ccncc2)c2ccc(OC)c(OC3CCCC3)c2)cc1","4"
"CHEMBL286119","CNC(=O)Nc1ccc([C@@H](Cc2ccncc2)c2ccc(OC)c(OC3CCCC3)c2)cc1","7300"
"CHEMBL10","C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1","72"
"CHEMBL1203065","Cl.O=S(=O)(CCCOc1ccc2[nH]c3nc(O)nc-3cc2c1)N1CCN(CCC2CCCCC2)CC1","2.04"
"CHEMBL19267","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(Cc2c[nH]c3cc(F)ccc23)CC1","0.3"
"CHEMBL19267","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(Cc2c[nH]c3cc(F)ccc23)CC1","2.8"
"CHEMBL19267","O=S1(=O)c2cccc3cccc(c23)N1CCN1CCC(Cc2c[nH]c3cc(F)ccc23)CC1","31"
"CHEMBL172926","CCOC(=O)C(Cc1ccc(F)cc1)Nc1nc2ccccc2s1","330"
"CHEMBL2110338","CCOC(=O)[C@H](Cc1ccccc1)Nc1nc2ccccc2o1","150"
"CHEMBL174322","CC(=O)C(Cc1ccccc1)Nc1nc2ccc(C(C)C)cc2o1","350"
"CHEMBL94221","CCCCc1nn(-c2ccc(Cl)cc2)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1","1.3"
"CHEMBL94002","CCCCc1nn(-c2cccc(Cl)c2Cl)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1","0.77"
"CHEMBL121416","CCCCc1nn(-c2ccc(OC)cc2[N+](=O)[O-])c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1","2.5"
"CHEMBL66487","CCOC(=O)c1cc2c(cn1)Cc1ccccc1-2","680.77"
"CHEMBL12063","CCc1[nH]c(C(=O)OC)cc2c3ccccc3nc1-2","7533.56"
"CHEMBL303241","CC(C)=CCN1[C@H](C)Cn2c(=S)[nH]c3cccc(c32)[C@@H]1C","1150"
"CHEMBL317347","N=C(N)N/N=C/c1c(-c2ccc(Cl)c(Cl)c2Cl)nc2sccn12","2"
"CHEMBL321165","COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(OC)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C","16"
"CHEMBL322119","COC(=O)NC(C(=O)NN(CC1CCCCC1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C","27"
"CHEMBL98394","CCc1cc(NCc2nc3ccccc3[nH]2)c(O)nc1C","7585.78"
"CHEMBL141195","N#C/C(C(=O)Nc1ccc(C#N)cc1)=C(/O)C1CC1","42"
"CHEMBL141195","N#C/C(C(=O)Nc1ccc(C#N)cc1)=C(/O)C1CC1","53"
"CHEMBL2111978","N#C/C(C(=O)Nc1ccc(/C=C\c2ccc(Cl)cc2)cc1)=C(/O)C1CC1","22"
"CHEMBL2111978","N#C/C(C(=O)Nc1ccc(/C=C\c2ccc(Cl)cc2)cc1)=C(/O)C1CC1","40"
"CHEMBL53903","COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12","41"
"CHEMBL53903","COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12","54"
"CHEMBL53903","COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12","23"
"CHEMBL53903","COc1ccc(NCc2cnc3nc(N)nc(N)c3c2C)c2ccccc12","40"
"CHEMBL7492","COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1","38"
"CHEMBL7492","COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1","1.5"
"CHEMBL7492","COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1","11"
"CHEMBL23532","COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC","86"
"CHEMBL23532","COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC","2.1"
"CHEMBL23532","COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC","7.4"
"CHEMBL23532","COc1cc(NCc2cnc3nc(N)nc(N)c3c2C)cc(OC)c1OC","22"
"CHEMBL74084","CCN(CC)C(=S)SCCCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3","7.65"
"CHEMBL134337","C=CCc1cc(OC(=O)CC)ccc1OCCCNC(C)C","0.05"
"CHEMBL1793837","CC[C@@H](C)[C@H](CN[C@@H](Cc1ccccc1)C(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N","8000"
"CHEMBL34032","Fc1ccc(C(OCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1","9.7"
"CHEMBL34032","Fc1ccc(C(OCCC2CCN(Cc3ccccc3)CC2)c2ccc(F)cc2)cc1","198"
"CHEMBL121519","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1","6600"
"CHEMBL122736","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1cccs1","11"
"CHEMBL122736","CCc1c(C(=O)C(N)=O)c2c(OCC(=O)O)cccn2c1Cc1cccs1","13"
"CHEMBL333691","CCc1c(C(=O)C(N)=O)c2c(OCCCC(=O)O)cccn2c1Cc1ccccc1","200"
"CHEMBL316785","CCc1cc(NCc2cc3ccccc3o2)c(O)nc1C","331.13"
"CHEMBL419607","COc1ccc(S(=O)(=O)N2CCN(C(=O)c3c(-c4ccccc4)noc3C)CC2C(=O)NO)cc1","410.02"
"CHEMBL67535","N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1","3000"
"CHEMBL540264","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC=O)cn4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N","445"
"CHEMBL540264","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC=O)cn4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N","0.42"
"CHEMBL540264","Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC=O)cn4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N","1.2"
"CHEMBL126370","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2F)cc1","1.04"
"CHEMBL126370","CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2F)cc1","2980"
"CHEMBL140726","Clc1ccc(-c2[nH]c(-c3ccc(Cl)cc3)c3c2CCCC3)cc1","5"
"CHEMBL358506","O=C(O)C(=O)CC(=O)c1ccc(Cc2ccccc2)s1","500"
"CHEMBL149977","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1","26"
"CHEMBL149977","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1","1"
"CHEMBL149977","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1","89"
"CHEMBL149977","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\OC)C[C@@H]2C(=O)NO)cc1","0.3"
"CHEMBL150342","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\N3CCOCC3)C[C@@H]2C(=O)NO)cc1","293"
"CHEMBL150342","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\N3CCOCC3)C[C@@H]2C(=O)NO)cc1","2"
"CHEMBL150342","CCCCOc1ccc(S(=O)(=O)N2C/C(=N\N3CCOCC3)C[C@@H]2C(=O)NO)cc1","196"
"CHEMBL6244","COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC","1780"
"CHEMBL328154","CC(C)c1cc(Nc2ccnc3cc(Cl)ccc23)cc(CNC(C)(C)C)c1O","1.24"
"CHEMBL328154","CC(C)c1cc(Nc2ccnc3cc(Cl)ccc23)cc(CNC(C)(C)C)c1O","1.87"
"CHEMBL330342","CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(C(C)(C)C)c1O","8.35"
"CHEMBL330342","CC(C)(C)NCc1cc(Nc2ccnc3cc(Cl)ccc23)cc(C(C)(C)C)c1O","21.2"
"CHEMBL334376","Cc1cc(N)ccc1C(=O)N1CCCCc2cc(Cl)ccc21","4.1"
"CHEMBL343935","CN(C)c1ccc(C(=O)N2CCCCc3ccccc32)c(Cl)c1","18"
"CHEMBL324824","CNC(=O)c1cc2c(Oc3ccc(C(F)(F)CO)cc3)cncc2s1","300"
"CHEMBL324824","CNC(=O)c1cc2c(Oc3ccc(C(F)(F)CO)cc3)cncc2s1","320"
"CHEMBL324824","CNC(=O)c1cc2c(Oc3ccc(C(F)(F)CO)cc3)cncc2s1","470"
"CHEMBL118917","O=C1CCC(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)=NN1c1ccccc1Cl","208"
"CHEMBL118917","O=C1CCC(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)=NN1c1ccccc1Cl","2600"
"CHEMBL118917","O=C1CCC(c2c(-c3ccc(F)cc3Cl)nc3ccccn23)=NN1c1ccccc1Cl","400"
"CHEMBL167224","CC(C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](C=O)Cc1ccccc1","14"
"CHEMBL312585","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1","5110"
"CHEMBL312585","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1","484"
"CHEMBL312585","COc1ccc(S(=O)(=O)C2(C(=O)NO)CCN(C)CC2)cc1","44"
"CHEMBL408666","N#C[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)c1cccc(C(=O)N2CCC[C@@H]2C(=O)c2ccccc2)c1","1.3"
"CHEMBL134193","Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S(=O)(=O)[O-])n3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+].[Na+]","9600"
"CHEMBL133760","CC1(C)COC(c2ccc(C(=O)c3ccc(Cl)cc3)cc2)=N1","1900"
"CHEMBL141489","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(Cl)cc3)c(-c3ccncc3)[nH]2)cc1","6100"
"CHEMBL141489","CS(=O)(=O)c1ccc(CSc2nc(-c3ccc(Cl)cc3)c(-c3ccncc3)[nH]2)cc1","320"
"CHEMBL142571","C[S+]([O-])c1ccc(O)c(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)c1","5800"
"CHEMBL142571","C[S+]([O-])c1ccc(O)c(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)c1","1000"
"CHEMBL421363","N/C(S)=N/N=C/c1cc(Cl)cc(Cl)c1","560"
"CHEMBL91003","CC1CN(C(=N)S)N=C1c1cccc(C(F)(F)F)c1","40"
"CHEMBL133388","CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C","30"
"CHEMBL133388","CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C","200"
"CHEMBL133388","CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C","800"
"CHEMBL130645","CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCOCC1","2000"
"CHEMBL335112","CN(C(=O)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1)c1ccccc1","62"
"CHEMBL133580","CCCCCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1","400"
"CHEMBL168345","CC[C@H](C)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CNC(C)=O)[C@@H](C)CC)C(=O)NCC(N)=O","65"
"CHEMBL555355","Cl.NS(=O)(=O)c1cc(C(=O)c2cccc(CN3CCOCC3)c2)cs1","5"
"CHEMBL543415","CC(C)CNCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl","13"
"CHEMBL541597","CC(C)(C)NCc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1.Cl","36"
"CHEMBL322409","CCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)CC(C)C","230"
"CHEMBL357297","COC(=O)/C=C1/CCN(CC2CCCCN2C(=O)Cc2ccc(Cl)c(Cl)c2)C1","4.7"
"CHEMBL443216","CN(Cc1ccc(Cl)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1","6900"
"CHEMBL552935","CCC1N=C(N)CC1C.Cl","170"
"CHEMBL552935","CCC1N=C(N)CC1C.Cl","1600"
"CHEMBL552935","CCC1N=C(N)CC1C.Cl","170"
"CHEMBL3142739","NC(C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1Cl)C(c1ccccc1)c1ccccc1","260"
"CHEMBL36721","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","410"
"CHEMBL36721","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","500"
"CHEMBL36721","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","3400"
"CHEMBL287693","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","1400"
"CHEMBL287693","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","370"
"CHEMBL287693","C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1","1200"
"CHEMBL44283","Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1","50"
"CHEMBL44283","Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1","4500"
"CHEMBL44038","Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1","140"
"CHEMBL419568","Cc1cc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)ccc1NCc1cnc2nc(N)nc(N)c2n1","0.0107"
"CHEMBL419568","Cc1cc(C(=O)N[C@@H](CC(F)C(=O)O)C(=O)O)ccc1NCc1cnc2nc(N)nc(N)c2n1","0.0165"
"CHEMBL145068","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1OC","1400"
"CHEMBL145068","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1OC","200"
"CHEMBL145068","COc1ccc(CCc2cnc3nc(N)nc(N)c3c2)cc1OC","610"
"CHEMBL167764","O=C(O)CCc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12","170"
"CHEMBL433908","O=S(=O)(Nc1c(-c2ccccc2)c(O)nc2cc(Cl)ccc12)c1ccccc1","1190"
"CHEMBL113031","COc1ccc(-c2nc3cc(-c4cccc(C#N)c4)ccc3o2)cc1N1C(=O)c2ccc(C(=O)O)cc2C1=O","3000"
"CHEMBL77424","N.N.N.N.NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)NC(=O)[C@H](CCC(=O)O)NCc1cc(Br)cc(C2(C(F)(F)F)N=N2)c1","3"
"CHEMBL123","Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12","1220"
"CHEMBL123","Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12","1220"
"CHEMBL123","Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12","2000"
"CHEMBL18531","CC1(C)CN2C(=O)c3[nH]cnc3N(Cc3ccc(Cl)cc3)C2=N1","14.3"
"CHEMBL281643","O=C(c1ccccc1)c1cn2c(n1)sc1ccccc12","85"
"CHEMBL20037","CCc1cc(OC)nc2nc(C(=O)c3ccccc3)cn12","295"
"CHEMBL1788132","CC(Oc1c(Cl)cccc1Cl)C1=NCCN1.Cl","7.25"
"CHEMBL1202757","CC(C)c1ccc2nc3ccc(C(=O)NCCSCc4cccnc4)cn3c(=O)c2c1.Cl","5000"
"CHEMBL1202757","CC(C)c1ccc2nc3ccc(C(=O)NCCSCc4cccnc4)cn3c(=O)c2c1.Cl","600"
"CHEMBL545383","CCN(CC)CCNc1ccc2c3c(nn2CCO)-c2c(O)ccc(O)c2C(=O)c13.Cl","730"
"CHEMBL554213","Cl.O=C1c2c(O)ccc(O)c2-c2nn(CCNCCO)c3ccc(NCCCNCCO)c1c23","1800"
"CHEMBL544448","CCN(CC)CCn1nc2c3c(c(NCCNCCO)ccc31)C(=O)c1c(O)ccc(O)c1-2.Cl","130"
"CHEMBL23845","CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Cl)c1O","39"
"CHEMBL8945","CCN1CCC[C@H]1CNC(=O)c1c(O)cccc1OC","315"
"CHEMBL17519","CN1CCN(C(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","150"
"CHEMBL17519","CN1CCN(C(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1","600"
"CHEMBL277078","CN1CCN(CC(=O)N2c3ccccc3NC(=O)c3cccnc32)CC1","300"
"CHEMBL277078","CN1CCN(CC(=O)N2c3ccccc3NC(=O)c3cccnc32)CC1","3000"
"CHEMBL20113","CCc1c(SC)nc2nc(C(=O)c3ccccc3)cn2c1C","12"
"CHEMBL290312","CSCSc1cc(Cc2cc(C)cc(C)c2)c(C(C)C)c(O)n1","7000"
"CHEMBL290312","CSCSc1cc(Cc2cc(C)cc(C)c2)c(C(C)C)c(O)n1","16"
"CHEMBL290312","CSCSc1cc(Cc2cc(C)cc(C)c2)c(C(C)C)c(O)n1","7000"
"CHEMBL291380","Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1","250"
"CHEMBL291380","Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1","320"
"CHEMBL291380","Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1","8"
"CHEMBL291380","Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1","900"
"CHEMBL299178","CC(C)NC(=O)N(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)CCc1ccccn1","190"
"CHEMBL299178","CC(C)NC(=O)N(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)CCc1ccccn1","3050"
"CHEMBL87622","C#C/C(C)=C/CO/N=C1\CN2CCC1C2","2063"
"CHEMBL87622","C#C/C(C)=C/CO/N=C1\CN2CCC1C2","4"
"CHEMBL348412","C/C(C#Cc1ccc(C)cc1)=C/CO/N=C1\CN2CCC1C2","64"
"CHEMBL348412","C/C(C#Cc1ccc(C)cc1)=C/CO/N=C1\CN2CCC1C2","0.57"
"CHEMBL38243","Cc1ccc(S(=O)(=O)NCCNC2(c3ccccc3)OC(=O)c3ccccc32)cc1","5500"
"CHEMBL38243","Cc1ccc(S(=O)(=O)NCCNC2(c3ccccc3)OC(=O)c3ccccc32)cc1","6000"
"CHEMBL56574","CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1cc(Cl)c(C(=O)O)cc1Cl","35.4"
"CHEMBL20135","CC(C)[C@H](CCc1ccccc1)NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C","13"
"CHEMBL105864","COC(=O)[C@@H]1Cc2ccc(OC)c(c2)Oc2ccc(cc2)C[C@H](N(C)C(=O)OC(C)(C)C)C(=O)N1","0.06"
"CHEMBL327222","CCN(C(C)C)S(=O)(=O)CC[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cccs1)C(C)(C)S(C)(=O)=O","18.2"
"CHEMBL171250","CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC[C@@H](NC(=O)[C@@H](N)CS)C(C)C)C(=O)O","126"
"CHEMBL169988","CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](N)CS)C(=O)O","250"
"CHEMBL138377","CCCCCCCCC(N)(CO)CO","3700"
"CHEMBL139031","CCCCCCCCCCCCCCCC(N)(CO)CO","2.9"
"CHEMBL297074","CCCCCn1nnc(N(C(=O)Nc2c(OC)cc(OC)cc2OC)c2ccccc2)n1","450"
"CHEMBL430414","COc1ccc(S(=O)(=O)Nc2ccc(-c3cc(N)n(-c4ccc(C)cc4)n3)cc2)cc1","15"
"CHEMBL76682","COc1ccc(Oc2cc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)nn2)cc1","450"
"CHEMBL417212","CCCCOC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O","2"
"CHEMBL417212","CCCCOC(=O)N[C@H](C(=O)NO)[C@H]1CCN(c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1=O","6830"
"CHEMBL59968","Cc1cc(COc2ccc(N3CC[C@@]([C@H](C)C(=O)NO)(N(C)C)C3=O)cc2)c2ccccc2n1","12"
"CHEMBL70903","COc1ccc2c(Nc3c(Cl)cncc3Cl)nncc2c1OC1CCCC1","59"
"CHEMBL70903","COc1ccc2c(Nc3c(Cl)cncc3Cl)nncc2c1OC1CCCC1","58.88"
"CHEMBL95501","CN(C)CCCN(C(=O)c1cc2ccccc2s1)c1ccccc1SCc1ccccc1","450"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","1.2"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","300"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","200"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","200"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","1290"
"CHEMBL69358","CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1","370"
"CHEMBL275380","O=C(NCC1CCC(C(=O)NO)CC1)c1ccc(-c2ccccc2)cc1","4700"
"CHEMBL275380","O=C(NCC1CCC(C(=O)NO)CC1)c1ccc(-c2ccccc2)cc1","310"
"CHEMBL168814","CO[C@@H]1CC2C[C@@H](OC(c3ccccc3)c3ccc(Cl)cc3)CC1N2C","32"
